_id,name,slug
b9ae1347-1646-4ff0-9020-9965f66433d7,[Eurovision] SPB,eurovision-spb
9143e793-6e71-4ee2-9faa-f159fea524fc,Сериалы [стрим] рашн эдишн SPB,serialy-strim-rashn-edishn-spb
8e34f7eb-80f9-4ec6-a70e-0becb9985f69,Music party [стрим] 90-х SPB,music-party-strim-90-h-spb
e63d8e38-7b67-4523-a743-353dc39a554b,Дисней [стрим] SPB,disnej-strim-spb
f092ac22-3698-404d-a8fb-c516cdd77243,300к1 [стрим] 18+ SPB,300k1-strim-18-plus-spb
3c46c565-9d66-477d-99e9-18d7d9233e41,[Шерлок] SPB,sherlok-spb
6d205c6d-ec5f-4dcc-a93c-2c2d25dff35f,[Король и Шут] SPB,korol-i-shut-spb
84c95d81-fc07-42ee-90d2-97c17e56891f,[music party] Фабрика звёзд SPB,music-party-fabrika-zvyozd-spb
d9dfc6a2-0264-4700-8655-33126ed4fd6d,Про историю [стрим] SPB,pro-istoriyu-strim-spb
603cb55a-3c2c-40c5-8d6d-163f18595fe5,Зумеры vs бумеры [стрим] SPB,zumery-vs-bumery-strim-spb
f8ab6b6e-e5a7-4916-849f-a8a2463a3a41,Кино и TV [стрим] 2000-е SPB,kino-i-tv-strim-2000-e-spb
8d4ffb9a-8def-43c1-8f0f-a178ac3fb1fb,[про кино] Властелин колец SPB,pro-kino-vlastelin-kolec-spb
40be3efc-5da1-4367-b018-8ed9441ca52a,[Дисней] SPB,disnej-spb
addb8b2a-3bc7-4e6a-a148-8aa58b65e6ed,[шазам] рашн эдишн SPB,shazam-rashn-edishn-spb
b053241c-4c03-41b8-ab00-195f9ad86ecf,"Квиз, плиз! [бранч] SPB",quiz-please-branch-spb
a6067a47-fb91-49b0-9a2f-f3c76a1cec65,[music party] 90-х SPB,music-party-90-h-spb
6fa83f39-cb41-4845-a278-4e4854b94fe2,[Звездные войны] SPB,zvezdnye-vojny-spb
c9ca4d38-3f56-4aa5-a744-502147ff361d,[Офис] SPB,ofis-spb
e1e651a4-253e-46a9-a399-e8b09c6bed21,[про кино] Тарантино SPB,pro-kino-tarantino-spb
b5018579-c1cf-4dbb-8f96-be639fa17c12,Рок vs попса [стрим] SPB,rok-vs-popsa-strim-spb
c35de558-2c2d-4e8c-9e99-75caef2aea4b,[music party] romantic collection SPB,music-party-romantic-collection-spb
1a5c1f03-12d0-4696-8e06-b4d518c221b9,Кино и музыка [стрим] романтика SPB,kino-i-muzyka-strim-romantika-spb
96c138ac-9835-4388-8557-2cdc74427773,[Друзья] SPB,druzya-spb
89d129e2-1030-42b3-a17d-aab972b48747,2000е vs 2010е [стрим] SPB,2000e-vs-2010e-strim-spb
9a50b14a-f1f8-4df7-b1fe-38a8483742fb,Music party [стрим] актуал SPB,music-party-strim-aktual-spb
4612ccf4-897e-42a1-b75d-a967b9d18184,[Клиника] SPB,klinika-spb
9443ac68-7a20-44d6-b9c4-5ebda94af720,Кино и TV [стрим] 90-е vs 2000-е SPB,kino-i-tv-strim-90-e-vs-2000-e-spb
ef0f8989-2a97-4c23-a84f-304cbc3548fc,[music party] 80-х SPB,music-party-80-h-spb
3619c4c2-91e8-480f-92a2-ad6f8a2f06a4,300к1 [стрим] Новогодний SPB,300k1-strim-novogodnij-spb
dcdd0918-0cf9-4b44-a3a9-a4975840a4fc,MARVEL [стрим] SPB,marvel-strim-spb
ac1b9320-777f-4834-a24d-6d5201d972ff,[300к1] Новогодняя SPB,300k1-novogodnyaya-spb
25b08721-4038-48f5-86a8-983a9fd69506,Кино и музыка 90-х [стрим] SPB,kino-i-muzyka-90-h-strim-spb
5818c6ae-3f8d-4fa7-9b9d-e65f6d88420d,[HELLO 2023] SPB,hello-2023-spb
f5c39076-3092-49b5-bf5b-7a14163ef81c,[2000е vs 2010е] SPB,2000e-vs-2010e-spb
66e0e010-b918-4edc-8445-db6b1a923bcd,[music party] актуал SPB,music-party-aktual-spb
459f2af2-bab8-450c-99f3-4cf6f02d0b4a,[Ведьмак] SPB,vedmak-spb
2ff5fddd-3353-42d5-a6fa-cd2a3e958a94,[Игра престолов] SPB,igra-prestolov-spb
cb5a4c27-0e89-4db0-8c75-d6285fac98d4,[Кино и TV] 90-е vs 2000-е SPB,kino-i-tv-90-e-vs-2000-e-spb
680598e5-55c7-40ef-a1db-bb80264d263f,[Сверхъестественное] SPB,sverhuestestvennoe-spb
4bfc7731-6375-4353-be00-54fb32158cb1,[Гарри Поттер] ФИНАЛ SPB,garri-potter-final-spb
5a12a4a8-6466-4b7e-a3aa-35b112bb2369,[Гарри Поттер и Дары Смерти] SPB,garri-potter-i-dary-smerti-spb
d6c40fc4-2638-47df-9f81-5df55929b802,[про кино] 2010-х SPB,pro-kino-2010-h-spb
7a1ff34e-8fe6-4f76-b579-2d2bc7f85f6f,[Очень странные дела] SPB,ochen-strannye-dela-spb
494d991a-e7bb-49d6-824c-339ca28d4f2f,[Гарри Поттер и Принц-полукровка] SPB,garri-potter-i-princ-polukrovka-spb
57f43b41-081d-4711-a383-a174951c1354,[Гарри Поттер и Орден Феникса] SPB,garri-potter-i-orden-feniksa-spb
4d6da05a-ecfb-4313-badb-5f76fd266820,Про кино Сумерки [стрим] SPB,pro-kino-sumerki-strim-spb
6cc081c5-d4fa-483d-99ab-9fad5636f77a,Кино и музыка [стрим] 2000-х SPB,kino-i-muzyka-strim-2000-h-spb
b8e34679-26d1-438e-acf9-adadb04b52e8,[Гарри Поттер и Кубок огня] SPB,garri-potter-i-kubok-ognya-spb
7df7d4d1-bda4-4bdd-a951-bb5f9200ed25,Музыка. Шазам [стрим] 90-е SPB,muzyka-shazam-strim-90-e-spb
7071115b-269f-4906-a0d4-9dfe49a4e82e,[МСК vs СПБ] SPB,msk-vs-spb-spb
8b48b1a7-db1d-4f3b-8fc6-890a1aaef758,Про кино 2000-х [стрим] SPB,pro-kino-2000-h-strim-spb
9100f51c-1d72-4e41-b77c-e1888d8129b5,Музыка. Шазам [стрим] 2010-е SPB,muzyka-shazam-strim-2010-e-spb
ba85e968-39e9-48ad-96ff-b926f5da40b4,[Гарри Поттер и узник Азкабана] SPB,garri-potter-i-uznik-azkabana-spb
d3f64c0b-1c90-46ec-a694-9d59db9b7613,[про кино] Сумерки SPB,pro-kino-sumerki-spb
e2e54301-0141-488a-8624-ae812812c409,Про мемы [стрим] SPB,pro-memy-strim-spb
7e898a8a-909a-44d0-a390-19f69e157204,[мультики] 16+ SPB,multiki-16-plus-spb
cbeb2b4f-bc7a-4072-b512-0508080c294a,музыка [шазам] 2010-е SPB,muzyka-shazam-2010-e-spb
f25d120b-de13-4453-8f71-95cbc559259f,[Гарри Поттер и Тайная комната] SPB,garri-potter-i-tajnaya-komnata-spb
857fecbd-4868-4ea4-aed0-37eef33fdcd1,Рок vs рэп [стрим] SPB,rok-vs-rep-strim-spb
d8bfde4d-f6e8-4af7-8809-6c6e7e9181e8,[Гарри Поттер и философский камень] SPB,garri-potter-i-filosofskij-kamen-spb
94de9a1b-1ba2-4673-b5dc-74ae2fff0a7e,80е vs 90е [стрим] SPB,80e-vs-90e-strim-spb
766379d9-aecf-49e0-9fb7-df3d05ef391f,[сериалы] рашн эдишн SPB,serialy-rashn-edishn-spb
a6d5f65f-1067-46ff-abd4-933d5fabad41,[про YouTube] SPB,pro-youtube-spb
